node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
PC::Re-designation Based on Higher Qualification,CaseFact,Re-designation Based on Higher Qualification,PC_Labour,pc,Re-designation Based on Higher Qualification,,,,,,,,
PC::Appellant Terminated Six Days Before Retirement,CaseFact,Appellant Terminated Six Days Before Retirement,PC_Labour,pc,Appellant Terminated Six Days Before Retirement,,,,,,,,
PC::Enquiry Report Found Negligence,CaseFact,Enquiry Report Found Negligence,PC_Labour,pc,Enquiry Report Found Negligence,,,,,,,,
PC::Appellant Claimed Whistleblower Retaliation,CaseFact,Appellant Claimed Whistleblower Retaliation,PC_Labour,pc,Appellant Claimed Whistleblower Retaliation,,,,,,,,
PC::Rule 25 of BHEL Conduct Rules,LegalProvision,Rule 25 of BHEL Conduct Rules,PC_Labour,pc,Rule 25 of BHEL Conduct Rules,,,,,,,,
PC::Appellant Denied Pensionary Benefits Due to Termination,CaseFact,Appellant Denied Pensionary Benefits Due to Termination,PC_Labour,pc,Appellant Denied Pensionary Benefits Due to Termination,,,,,,,,
PC::Rule 23 of BHEL Conduct Rules,LegalProvision,Rule 23 of BHEL Conduct Rules,PC_Labour,pc,Rule 23 of BHEL Conduct Rules,,,,,,,,
PC::Employee Denied Pensionary Benefits,CaseFact,Employee Denied Pensionary Benefits,PC_Labour,pc,Employee Denied Pensionary Benefits,,,,,,,,
PC::Disciplinary Authority Inflicted Punishment,CaseFact,Disciplinary Authority Inflicted Punishment,PC_Labour,pc,Disciplinary Authority Inflicted Punishment,,,,,,,,
PC::Employee Entitled to Superannuation Benefits,CaseFact,Employee Entitled to Superannuation Benefits,PC_Labour,pc,Employee Entitled to Superannuation Benefits,,,,,,,,
PC::Tribunal Upheld Employee Claim for Benefits,CaseFact,Tribunal Upheld Employee Claim for Benefits,PC_Labour,pc,Tribunal Upheld Employee Claim for Benefits,,,,,,,,
PC::Employer Claimed Forfeiture of Past Service,CaseFact,Employer Claimed Forfeiture of Past Service,PC_Labour,pc,Employer Claimed Forfeiture of Past Service,,,,,,,,
"PC::Article 22(1) of the Bank of Baroda Employees Pension Regulation, 1995",LegalProvision,"Article 22(1) of the Bank of Baroda Employees Pension Regulation, 1995",PC_Labour,pc,"Article 22(1) of the Bank of Baroda Employees Pension Regulation, 1995",,,,,,,,
PC::Clause 6(b) of the Bipartite Settlement,LegalProvision,Clause 6(b) of the Bipartite Settlement,PC_Labour,pc,Clause 6(b) of the Bipartite Settlement,,,,,,,,
PC::Workmen Required to Perform Additional Duties Without Extra Pay,CaseFact,Workmen Required to Perform Additional Duties Without Extra Pay,PC_Labour,pc,Workmen Required to Perform Additional Duties Without Extra Pay,,,,,,,,
PC::Workmen Refused to Follow Management Instructions,CaseFact,Workmen Refused to Follow Management Instructions,PC_Labour,pc,Workmen Refused to Follow Management Instructions,,,,,,,,
PC::Dismissal Found Disproportionate to Misconduct,CaseFact,Dismissal Found Disproportionate to Misconduct,PC_Labour,pc,Dismissal Found Disproportionate to Misconduct,,,,,,,,
PC::Section 9-A of the Industrial Disputes Act,LegalProvision,Section 9-A of the Industrial Disputes Act,PC_Labour,pc,Section 9-A of the Industrial Disputes Act,,,,,,,,
PC::Disciplinary Proceedings Initiated Against Workmen,CaseFact,Disciplinary Proceedings Initiated Against Workmen,PC_Labour,pc,Disciplinary Proceedings Initiated Against Workmen,,,,,,,,
PC::Termination Found in Violation of Section 25-F,LegalProvision,Termination Found in Violation of Section 25-F,PC_Labour,pc,Termination Found in Violation of Section 25-F,,,,,,,,
PC::Reinstatement Not Automatically Granted for Daily Wagers,CaseFact,Reinstatement Not Automatically Granted for Daily Wagers,PC_Labour,pc,Reinstatement Not Automatically Granted for Daily Wagers,,,,,,,,
PC::Eligibility for District Judge Appointment Disputed,CaseFact,Eligibility for District Judge Appointment Disputed,PC_Labour,pc,Eligibility for District Judge Appointment Disputed,,,,,,,,
PC::High Court Quashed Selections of Certain Candidates,CaseFact,High Court Quashed Selections of Certain Candidates,PC_Labour,pc,High Court Quashed Selections of Certain Candidates,,,,,,,,
PC::Candidates Lacked Required Experience for Appointment,CaseFact,Candidates Lacked Required Experience for Appointment,PC_Labour,pc,Candidates Lacked Required Experience for Appointment,,,,,,,,
PC::Appointment Process for District Judges Governed by Article 233,LegalProvision,Appointment Process for District Judges Governed by Article 233,PC_Labour,pc,Appointment Process for District Judges Governed by Article 233,,,,,,,,
PC::High Court Affirmed Recruitment Process for Fast Track Court Judges,CaseFact,High Court Affirmed Recruitment Process for Fast Track Court Judges,PC_Labour,pc,High Court Affirmed Recruitment Process for Fast Track Court Judges,,,,,,,,
"PC::Haryana Superior Judicial Service Rules, 2007",LegalProvision,"Haryana Superior Judicial Service Rules, 2007",PC_Labour,pc,"Haryana Superior Judicial Service Rules, 2007",,,,,,,,
PC::Respondents Claimed Training Period Should Count for Service,CaseFact,Respondents Claimed Training Period Should Count for Service,PC_Labour,pc,Respondents Claimed Training Period Should Count for Service,,,,,,,,
PC::High Court Found Training Period Included in Regular Service,CaseFact,High Court Found Training Period Included in Regular Service,PC_Labour,pc,High Court Found Training Period Included in Regular Service,,,,,,,,
PC::Withdrawal of First ACP Scale During Writ Petition,CaseFact,Withdrawal of First ACP Scale During Writ Petition,PC_Labour,pc,Withdrawal of First ACP Scale During Writ Petition,,,,,,,,
PC::Clause 4 of the Notification dated 14.3.1990,LegalProvision,Clause 4 of the Notification dated 14.3.1990,PC_Labour,pc,Clause 4 of the Notification dated 14.3.1990,,,,,,,,
"PC::Section 2(aa) of the Apprentices Act, 1961",LegalProvision,"Section 2(aa) of the Apprentices Act, 1961",PC_Labour,pc,"Section 2(aa) of the Apprentices Act, 1961",,,,,,,,
PC::Appellant Company is a Public Limited Company,CaseFact,Appellant Company is a Public Limited Company,PC_Labour,pc,Appellant Company is a Public Limited Company,,,,,,,,
PC::Majority Shares Held by Government Company,CaseFact,Majority Shares Held by Government Company,PC_Labour,pc,Majority Shares Held by Government Company,,,,,,,,
PC::High Court Held Appellant as State under Article 12,LegalProvision,High Court Held Appellant as State under Article 12,PC_Labour,pc,High Court Held Appellant as State under Article 12,,,,,,,,
PC::Respondent Terminated from Employment,CaseFact,Respondent Terminated from Employment,PC_Labour,pc,Respondent Terminated from Employment,,,,,,,,
PC::Government Control Over Appellant Company Disputed,CaseFact,Government Control Over Appellant Company Disputed,PC_Labour,pc,Government Control Over Appellant Company Disputed,,,,,,,,
PC::Employees Claimed Pensionary Benefits,CaseFact,Employees Claimed Pensionary Benefits,PC_Labour,pc,Employees Claimed Pensionary Benefits,,,,,,,,
PC::Employees Failed to Comply with Pension Scheme Conditions,CaseFact,Employees Failed to Comply with Pension Scheme Conditions,PC_Labour,pc,Employees Failed to Comply with Pension Scheme Conditions,,,,,,,,
PC::Claim for Pension Rejected Due to Non-Compliance,CaseFact,Claim for Pension Rejected Due to Non-Compliance,PC_Labour,pc,Claim for Pension Rejected Due to Non-Compliance,,,,,,,,
PC::High Court Directed Acceptance of Pension Option,CaseFact,High Court Directed Acceptance of Pension Option,PC_Labour,pc,High Court Directed Acceptance of Pension Option,,,,,,,,
PC::Pension Rules Applicable to Permanent Employees,LegalProvision,Pension Rules Applicable to Permanent Employees,PC_Labour,pc,Pension Rules Applicable to Permanent Employees,,,,,,,,
PC::Employees Superannuated Before Rules Implementation,LegalProvision,Employees Superannuated Before Rules Implementation,PC_Labour,pc,Employees Superannuated Before Rules Implementation,,,,,,,,
PC::Employees Filed Writ Petitions for Pension,CaseFact,Employees Filed Writ Petitions for Pension,PC_Labour,pc,Employees Filed Writ Petitions for Pension,,,,,,,,
PC::High Court Upheld Applicability of Pension Rules,LegalProvision,High Court Upheld Applicability of Pension Rules,PC_Labour,pc,High Court Upheld Applicability of Pension Rules,,,,,,,,
PC::Employees Did Not Exercise Option for Pension,CaseFact,Employees Did Not Exercise Option for Pension,PC_Labour,pc,Employees Did Not Exercise Option for Pension,,,,,,,,
PC::Statutory Right to Pension Dependent on Option Exercise,CaseFact,Statutory Right to Pension Dependent on Option Exercise,PC_Labour,pc,Statutory Right to Pension Dependent on Option Exercise,,,,,,,,
PC::Municipal Corporation Delayed Implementation of Pension Rules,LegalProvision,Municipal Corporation Delayed Implementation of Pension Rules,PC_Labour,pc,Municipal Corporation Delayed Implementation of Pension Rules,,,,,,,,
"PC::Rule 4 of the Bihar Municipal Officers and Servants Pension Rules, 1987",LegalProvision,"Rule 4 of the Bihar Municipal Officers and Servants Pension Rules, 1987",PC_Labour,pc,"Rule 4 of the Bihar Municipal Officers and Servants Pension Rules, 1987",,,,,,,,
PC::Weightage for Seniority and Promotion Distinction,CaseFact,Weightage for Seniority and Promotion Distinction,PC_Labour,pc,Weightage for Seniority and Promotion Distinction,,,,,,,,
PC::Weightage Granted to Supervisors with Engineering Degrees,CaseFact,Weightage Granted to Supervisors with Engineering Degrees,PC_Labour,pc,Weightage Granted to Supervisors with Engineering Degrees,,,,,,,,
PC::Retrospective Seniority Benefit Challenged,CaseFact,Retrospective Seniority Benefit Challenged,PC_Labour,pc,Retrospective Seniority Benefit Challenged,,,,,,,,
PC::High Court Found Violation of Article 14 and 16,LegalProvision,High Court Found Violation of Article 14 and 16,PC_Labour,pc,High Court Found Violation of Article 14 and 16,,,,,,,,
PC::Tribunal Upheld Weightage for Supervisors,CaseFact,Tribunal Upheld Weightage for Supervisors,PC_Labour,pc,Tribunal Upheld Weightage for Supervisors,,,,,,,,
PC::G.O.Ms No. 54 dated 15.2.1983,CaseFact,G.O.Ms No. 54 dated 15.2.1983,PC_Labour,pc,G.O.Ms No. 54 dated 15.2.1983,,,,,,,,
PC::Withholding of Pension During Proceedings Challenged,CaseFact,Withholding of Pension During Proceedings Challenged,PC_Labour,pc,Withholding of Pension During Proceedings Challenged,,,,,,,,
PC::Employee Retired While Proceedings Pending,CaseFact,Employee Retired While Proceedings Pending,PC_Labour,pc,Employee Retired While Proceedings Pending,,,,,,,,
PC::High Court Directed Release of Withheld Dues,CaseFact,High Court Directed Release of Withheld Dues,PC_Labour,pc,High Court Directed Release of Withheld Dues,,,,,,,,
PC::State Government Lacked Power to Withhold Pension,CaseFact,State Government Lacked Power to Withhold Pension,PC_Labour,pc,State Government Lacked Power to Withhold Pension,,,,,,,,
PC::Right to Pension Recognized as Property,CaseFact,Right to Pension Recognized as Property,PC_Labour,pc,Right to Pension Recognized as Property,,,,,,,,
PC::Petitioner Joined Service as First Officer,CaseFact,Petitioner Joined Service as First Officer,PC_Labour,pc,Petitioner Joined Service as First Officer,,,,,,,,
PC::Petitioner Promoted to Captain and Commander,CaseFact,Petitioner Promoted to Captain and Commander,PC_Labour,pc,Petitioner Promoted to Captain and Commander,,,,,,,,
PC::Petitioner Submitted Application for VRS,CaseFact,Petitioner Submitted Application for VRS,PC_Labour,pc,Petitioner Submitted Application for VRS,,,,,,,,
PC::Application for VRS Rejected,CaseFact,Application for VRS Rejected,PC_Labour,pc,Application for VRS Rejected,,,,,,,,
PC::Petitioner Abandoned Service,CaseFact,Petitioner Abandoned Service,PC_Labour,pc,Petitioner Abandoned Service,,,,,,,,
PC::Regulation 12 of the Service Regulations,LegalProvision,Regulation 12 of the Service Regulations,PC_Labour,pc,Regulation 12 of the Service Regulations,,,,,,,,
PC::Judgment in Sant Lal Gupta Ors. v. Modern Co-operative Group Housing Society Ltd. Ors. 2010 13 SCC 336,CaseLaw,Judgment in Sant Lal Gupta Ors. v. Modern Co-operative Group Housing Society Ltd. Ors. 2010 13 SCC 336,PC_Labour,pc,Judgment in Sant Lal Gupta Ors. v. Modern Co-operative Group Housing Society Ltd. Ors. 2010 13 SCC 336,,,,,,,,
"PC::Judgment in M/s. Jeewanlal 1929 Ltd., Calcutta v. Its Workmen, AIR 1961 SC 1567",CaseLaw,"Judgment in M/s. Jeewanlal 1929 Ltd., Calcutta v. Its Workmen, AIR 1961 SC 1567",PC_Labour,pc,"Judgment in M/s. Jeewanlal 1929 Ltd., Calcutta v. Its Workmen, AIR 1961 SC 1567",,,,,,,,
"PC::Judgment in State of Haryana v. Om Prakash Anr., 1998 8 SCC 733",CaseLaw,"Judgment in State of Haryana v. Om Prakash Anr., 1998 8 SCC 733",PC_Labour,pc,"Judgment in State of Haryana v. Om Prakash Anr., 1998 8 SCC 733",,,,,,,,
PC::Homeopathic Doctors Claim Equal Pay,CaseFact,Homeopathic Doctors Claim Equal Pay,PC_Labour,pc,Homeopathic Doctors Claim Equal Pay,,,,,,,,
PC::Diploma Holders Seek Pay Scale Equal to Degree Holders,CaseFact,Diploma Holders Seek Pay Scale Equal to Degree Holders,PC_Labour,pc,Diploma Holders Seek Pay Scale Equal to Degree Holders,,,,,,,,
PC::State Government Reiterated Previous Position on Pay Scale,CaseFact,State Government Reiterated Previous Position on Pay Scale,PC_Labour,pc,State Government Reiterated Previous Position on Pay Scale,,,,,,,,
PC::Municipality Decided Pay Scale Based on Government Recommendations,CaseFact,Municipality Decided Pay Scale Based on Government Recommendations,PC_Labour,pc,Municipality Decided Pay Scale Based on Government Recommendations,,,,,,,,
PC::Resolution dated 21.11.1992 by the Government of Bihar,CaseFact,Resolution dated 21.11.1992 by the Government of Bihar,PC_Labour,pc,Resolution dated 21.11.1992 by the Government of Bihar,,,,,,,,
PC::Permission for Increased Intake Revoked,CaseFact,Permission for Increased Intake Revoked,PC_Labour,pc,Permission for Increased Intake Revoked,,,,,,,,
PC::Deficiencies in Medical College Identified,CaseFact,Deficiencies in Medical College Identified,PC_Labour,pc,Deficiencies in Medical College Identified,,,,,,,,
PC::MCI Decision Based on Inspection Report,CaseFact,MCI Decision Based on Inspection Report,PC_Labour,pc,MCI Decision Based on Inspection Report,,,,,,,,
PC::Accrued Rights from MCI Decision,CaseFact,Accrued Rights from MCI Decision,PC_Labour,pc,Accrued Rights from MCI Decision,,,,,,,,
PC::Violation of Natural Justice Principles,CaseFact,Violation of Natural Justice Principles,PC_Labour,pc,Violation of Natural Justice Principles,,,,,,,,
PC::Criminal Conspiracy Allegations Against College Officials,CaseFact,Criminal Conspiracy Allegations Against College Officials,PC_Labour,pc,Criminal Conspiracy Allegations Against College Officials,,,,,,,,
PC::Promotion Claim Based on Past Service,CaseFact,Promotion Claim Based on Past Service,PC_Labour,pc,Promotion Claim Based on Past Service,,,,,,,,
PC::Absorption in RD Department Acknowledged,CaseFact,Absorption in RD Department Acknowledged,PC_Labour,pc,Absorption in RD Department Acknowledged,,,,,,,,
PC::Service Rules for Promotion Established,LegalProvision,Service Rules for Promotion Established,PC_Labour,pc,Service Rules for Promotion Established,,,,,,,,
PC::Direct Recruits and Promotees Classified,CaseFact,Direct Recruits and Promotees Classified,PC_Labour,pc,Direct Recruits and Promotees Classified,,,,,,,,
PC::Government Orders for Promotion Validated,CaseFact,Government Orders for Promotion Validated,PC_Labour,pc,Government Orders for Promotion Validated,,,,,,,,
PC::Employee Suffered Ischemic Heart Condition,CaseFact,Employee Suffered Ischemic Heart Condition,PC_Labour,pc,Employee Suffered Ischemic Heart Condition,,,,,,,,
PC::Compensation Claim Based on Employment Injury,CaseFact,Compensation Claim Based on Employment Injury,PC_Labour,pc,Compensation Claim Based on Employment Injury,,,,,,,,
"PC::Section 3 of the Employees Compensation Act, 1923",LegalProvision,"Section 3 of the Employees Compensation Act, 1923",PC_Labour,pc,"Section 3 of the Employees Compensation Act, 1923",,,,,,,,
PC::Health Condition Discovered During Employment,CaseFact,Health Condition Discovered During Employment,PC_Labour,pc,Health Condition Discovered During Employment,,,,,,,,
PC::Commissioner Found Employee Unfit for Sea-Service,CaseFact,Commissioner Found Employee Unfit for Sea-Service,PC_Labour,pc,Commissioner Found Employee Unfit for Sea-Service,,,,,,,,
PC::Service in Education Department Considered for Pension,CaseFact,Service in Education Department Considered for Pension,PC_Labour,pc,Service in Education Department Considered for Pension,,,,,,,,
PC::Claim for Pension Under 1991 Regulations,LegalProvision,Claim for Pension Under 1991 Regulations,PC_Labour,pc,Claim for Pension Under 1991 Regulations,,,,,,,,
